DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19780802,0.0241,2.1309,-0.8748,-0.0385,0.5750,0.5327
19780803,0.0241,0.4292,-0.2526,-0.3657,0.4419,-0.0896
19780804,0.0241,0.4318,-0.2765,0.3894,0.2082,0.1576
19780807,0.0241,-0.1684,0.7421,-0.1668,0.3758,-0.0157
19780808,0.0241,0.4759,0.1190,-0.0001,0.4972,0.4166
19780809,0.0241,0.5209,0.6039,-0.1438,0.0293,-0.0204
19780810,0.0241,-0.5927,0.6418,-0.0553,-0.6667,-0.3344
19780811,0.0241,0.3240,0.1186,0.3998,0.0839,0.0831
19780814,0.0241,0.0924,0.4007,0.1899,-0.0689,-0.0310
19780815,0.0241,-0.1389,0.1359,0.0192,-0.1958,0.0713
19780816,0.0241,0.7172,0.2730,0.0132,0.2593,0.3412
19780817,0.0241,0.5526,0.3143,-0.0838,0.1722,-0.2201
19780818,0.0241,-0.2283,0.3625,0.0799,-0.2819,-0.2849
19780821,0.0241,-0.8017,0.0702,-0.1040,-0.3568,-0.2125
19780822,0.0241,0.2940,0.0190,0.2091,0.3932,0.2715
19780823,0.0241,0.6120,0.2681,-0.0256,0.4219,0.2107
19780824,0.0241,0.2700,0.4457,0.1622,0.3560,-0.0071
19780825,0.0241,0.0522,0.3846,0.2106,0.1406,-0.0784
19780828,0.0241,-0.7267,0.3974,0.2202,0.0657,-0.0501
19780829,0.0241,-0.5820,0.1786,0.3388,-0.0959,-0.1492
19780830,0.0241,0.1502,0.3801,0.1903,0.2428,-0.2153
19780831,0.0241,-0.2011,0.1058,-0.1252,-0.1519,0.2803
19780901,0.0297,0.3954,-0.3022,0.6043,0.3986,0.2576
19780905,0.0297,0.5280,-0.3851,0.0273,0.4859,0.5417
19780906,0.0297,0.8402,0.0243,0.0408,0.4422,0.0193
19780907,0.0297,0.1222,0.4860,-0.2522,-0.2070,-0.0802
19780908,0.0297,1.2524,-0.1936,-0.0747,0.1499,0.1586
19780911,0.0297,0.2079,0.4402,-0.3695,-0.4220,-0.4294
19780912,0.0297,0.0649,0.0522,0.0523,-0.2589,-0.1162
19780913,0.0297,-0.5481,0.2650,-0.2504,-0.4369,-0.5174
19780914,0.0297,-1.0606,0.3287,-0.1356,-0.6738,-0.4077
19780915,0.0297,-0.9509,-0.0387,-0.1347,-0.8992,-0.0356
19780918,0.0297,-1.0626,-0.3993,-0.0355,-0.4033,-0.1557
19780919,0.0297,-0.7386,-0.4913,-0.1236,-0.6506,-0.0446
19780920,0.0297,-0.9269,-0.3970,0.1336,-0.7018,-0.1969
19780921,0.0297,-0.0463,-0.5041,0.2151,0.0112,-0.0126
19780922,0.0297,0.0282,0.4103,0.2270,0.0367,-0.1333
19780925,0.0297,-0.0257,-0.0991,0.1326,-0.1322,0.2738
19780926,0.0297,0.6952,0.0099,0.1447,0.3495,0.1300
19780927,0.0297,-0.8720,0.1635,-0.0781,-0.4457,-0.0906
19780928,0.0297,0.2121,-0.2237,0.0064,-0.3178,-0.1197
19780929,0.0297,0.4919,0.0735,0.2179,0.2027,0.2175
19781002,0.0340,0.3135,-0.0250,-0.0847,0.3599,0.2395
19781003,0.0340,-0.3078,-0.0105,-0.0967,-0.0206,-0.3311
19781004,0.0340,0.3755,-0.4594,0.1127,0.2736,0.3175
19781005,0.0340,0.2153,0.1880,-0.2632,-0.2518,-0.0601
19781006,0.0340,0.2300,0.1299,-0.0508,-0.0704,0.2603
19781009,0.0340,0.9189,-0.1807,-0.0917,0.2583,0.0977
19781010,0.0340,-0.1465,0.1729,-0.1084,0.0917,-0.0115
19781011,0.0340,0.8563,-0.5581,0.0523,0.3008,0.2421
19781012,0.0340,-0.4767,0.5066,-0.0629,0.1606,-0.0685
19781013,0.0340,-0.2982,-0.0241,-0.0693,-0.1221,-0.1074
19781016,0.0340,-1.8241,0.0232,-0.0052,-0.4861,-0.2380
19781017,0.0340,-1.7163,-1.3547,-0.2416,-1.1261,-0.0922
19781018,0.0340,-0.9969,-0.7294,-0.2517,-0.3623,0.0166
19781019,0.0340,-1.3191,-0.5827,-0.1381,-0.4922,-0.2025
19781020,0.0340,-1.7927,-1.9835,0.1770,-0.1679,0.2854
19781023,0.0340,-0.2532,-1.3084,-0.0974,0.1426,0.1559
19781024,0.0340,-0.5840,0.5620,0.1049,-0.0347,0.0886
19781025,0.0340,-0.2200,0.2130,-0.1001,-0.0515,0.0520
19781026,0.0340,-1.7347,-1.8047,0.4836,-0.8567,0.0165
19781027,0.0340,-1.9775,-2.0148,0.2309,-0.7449,0.2643
19781030,0.0340,-0.0036,-2.8596,-0.4396,0.8531,0.2799
19781031,0.0340,-1.8150,-0.0330,0.0176,-0.5252,-0.0483
19781101,0.0334,4.1281,1.1151,-0.7554,1.7949,0.3166
19781102,0.0334,-0.9275,1.2227,0.2968,-0.2115,0.1623
19781103,0.0334,0.5583,-0.0403,0.3768,-0.4615,0.4107
19781106,0.0334,-0.8009,0.8270,-0.2077,-0.1413,-0.5190
19781107,0.0334,-1.5827,-0.8732,0.0927,-0.6474,-0.1409
19781108,0.0334,0.4251,-0.4670,-0.0672,0.1357,0.1555
19781109,0.0334,0.1365,0.4615,0.2047,0.0549,-0.0247
19781110,0.0334,0.4883,0.5357,-0.1721,-0.2018,-0.1384
19781113,0.0334,-1.6669,-0.1352,-0.1659,-0.7075,0.1228
19781114,0.0334,-1.0173,-1.2283,0.0179,-0.3322,0.2884
19781115,0.0334,0.3018,0.1528,0.0321,0.2827,-0.0309
19781116,0.0334,1.0127,-0.5189,-0.1510,0.4307,0.2482
19781117,0.0334,0.9495,0.6226,-0.2761,-0.0709,-0.1694
19781120,0.0334,0.9108,0.5828,-0.0277,0.5526,0.3133
19781121,0.0334,-0.1326,0.5072,-0.2353,0.2509,0.2007
19781122,0.0334,0.5860,0.4220,0.3273,0.2984,-0.0648
19781124,0.0334,0.4709,0.3794,0.4336,0.7046,0.2483
19781127,0.0334,0.2531,-0.0285,-0.1108,0.3556,0.2780
19781128,0.0334,-0.7974,0.3342,-0.2485,-0.5739,-0.1668
19781129,0.0334,-1.3890,0.2113,0.0636,-0.3896,-0.0188
19781130,0.0334,0.8955,-0.2222,0.0644,0.6325,0.1179
19781201,0.0367,1.5783,0.2629,-0.2553,0.9553,0.3244
19781204,0.0367,0.0127,0.2784,-0.0553,0.2797,0.2409
19781205,0.0367,1.2458,-0.0543,-0.1342,0.6336,0.3190
19781206,0.0367,0.1736,0.1643,0.2414,0.0387,-0.1037
19781207,0.0367,-0.3863,0.2166,0.0082,0.0845,-0.0184
19781208,0.0367,-0.4283,0.2442,-0.0380,-0.2956,-0.2916
19781211,0.0367,0.4317,-0.2794,-0.1215,0.6947,0.2678
19781212,0.0367,-0.5223,0.2221,-0.0278,-0.2881,0.4314
19781213,0.0367,-0.5908,0.0961,0.0442,-0.1852,-0.1046
19781214,0.0367,-0.0291,-0.2042,-0.3346,-0.1298,0.1604
19781215,0.0367,-0.7411,-0.1230,0.0743,-0.2737,0.0566
19781218,0.0367,-2.2250,-0.8005,-0.0910,-1.0576,-0.0294
19781219,0.0367,0.7179,-0.2915,-0.0516,0.7220,0.4224
19781220,0.0367,0.4101,0.2421,-0.5738,0.0558,0.0695
19781221,0.0367,0.0537,0.1493,0.0078,0.3261,-0.0465
19781222,0.0367,1.6620,0.0912,-0.0646,0.2894,0.3204
19781226,0.0367,0.9823,-0.2336,-0.3177,0.8234,0.7722
19781227,0.0367,-0.8383,0.1081,0.0246,-0.4928,-0.0973
19781228,0.0367,-0.3960,-0.0460,-0.1338,-0.0961,0.2555
19781229,0.0367,-0.1280,0.7462,-0.0721,-0.1532,-0.5333
19790102,0.0357,0.5846,-0.0146,0.4060,-0.2843,0.1619
19790103,0.0357,1.1215,0.6437,-0.1266,0.2409,-0.2188
19790104,0.0357,0.9342,0.3166,0.2287,0.1271,-0.3563
19790105,0.0357,0.6513,0.5975,-0.0057,0.2846,-0.1256
19790108,0.0357,-0.2774,-0.0276,0.0899,0.3314,0.0310
19790109,0.0357,0.5047,0.3380,0.1860,0.1484,-0.3329
19790110,0.0357,-0.5492,0.4145,-0.0705,-0.0668,-0.0260
19790111,0.0357,0.4206,-0.0154,-0.0796,0.1322,0.0183
19790112,0.0357,0.7561,0.2925,-0.1241,0.1932,-0.0532
19790115,0.0357,0.6480,-0.1951,0.6061,0.4721,-0.0248
19790116,0.0357,-1.1276,0.2045,0.3269,-0.0718,0.0654
19790117,0.0357,-0.0811,-0.2586,0.0147,-0.0167,-0.1074
19790118,0.0357,0.3975,0.5589,0.1700,0.1068,-0.0666
19790119,0.0357,-0.0216,0.4263,0.1033,0.0220,-0.1510
19790122,0.0357,0.0486,-0.2585,0.2016,-0.0593,0.3052
19790123,0.0357,0.6291,0.0380,-0.1005,-0.5838,-0.1970
19790124,0.0357,-0.3659,0.0098,0.0383,-0.0731,0.1431
19790125,0.0357,0.9276,-0.2739,0.0302,-0.2003,-0.0479
19790126,0.0357,0.6377,-0.0006,0.0434,-0.4192,0.0415
19790129,0.0357,-0.2408,0.2507,-0.0108,-0.2360,-0.1186
19790130,0.0357,-0.3550,0.2202,0.0921,-0.2946,0.1400
19790131,0.0357,-1.1288,0.3814,0.0313,-0.3652,-0.3228
19790201,0.0384,0.0395,-0.2914,-0.1348,-0.2404,0.1615
19790202,0.0384,-0.3279,0.5155,-0.1290,-0.0356,-0.1322
19790205,0.0384,-1.3088,-0.3119,0.0477,-0.2246,-0.0656
19790206,0.0384,-0.0347,-0.2478,-0.0129,-0.2452,-0.0582
19790207,0.0384,-0.9494,-0.3024,0.1514,-0.3987,0.1892
19790208,0.0384,0.5193,0.2161,-0.0201,0.1416,-0.0768
19790209,0.0384,0.2539,0.3932,0.0018,-0.5041,0.2920
19790212,0.0384,0.2551,-0.2786,-0.1006,-0.0528,0.1900
19790213,0.0384,0.7405,0.3108,-0.1125,0.1765,0.0996
19790214,0.0384,-0.1422,0.1869,0.0498,-0.0067,-0.1266
19790215,0.0384,-0.0635,0.0563,-0.0681,-0.1928,0.0523
19790216,0.0384,0.0269,0.1513,0.0891,-0.1572,-0.3031
19790220,0.0384,0.5825,-0.2324,0.0928,0.2247,0.0415
19790221,0.0384,-0.2753,0.2748,0.0261,-0.1848,-0.0867
19790222,0.0384,-0.5738,0.2908,-0.0060,-0.1745,-0.0849
19790223,0.0384,-0.5692,0.1449,-0.0840,-0.1014,0.1771
19790226,0.0384,-0.1414,0.0848,-0.0041,-0.0139,-0.0193
19790227,0.0384,-1.6971,-0.4279,-0.1196,-0.3898,-0.0024
19790228,0.0384,0.0742,-0.2500,0.1202,0.0073,0.1681
19790301,0.0404,0.6631,0.0126,0.1581,0.1647,0.1837
19790302,0.0404,0.1117,0.3942,0.1243,-0.0601,0.0564
19790305,0.0404,1.0928,-0.2341,0.0958,0.5918,0.4696
19790306,0.0404,-0.2330,0.1486,0.1825,-0.0864,0.3002
19790307,0.0404,0.6390,0.2642,0.1121,0.2414,-0.0381
19790308,0.0404,1.0117,0.0563,0.0932,0.2846,0.0074
19790309,0.0404,0.0270,0.0891,0.0600,0.0765,0.0523
19790312,0.0404,0.1523,0.2363,0.1638,0.2481,0.0601
19790313,0.0404,0.2291,0.3532,-0.1767,-0.0987,-0.3555
19790314,0.0404,-0.0748,0.1541,0.3206,-0.0042,-0.1852
19790315,0.0404,0.1657,0.3012,0.1297,-0.2077,0.0452
19790316,0.0404,0.7323,-0.0265,-0.0802,-0.1565,-0.1089
19790319,0.0404,0.3426,-0.0210,-0.1627,0.0351,-0.0933
19790320,0.0404,-0.5327,0.2036,0.1593,0.1807,0.2704
19790321,0.0404,0.6535,-0.0935,0.0386,0.3310,0.0721
19790322,0.0404,0.3929,0.1676,-0.1432,0.3622,-0.2132
19790323,0.0404,-0.0251,0.4774,-0.0324,0.0099,-0.3018
19790326,0.0404,-0.5109,0.0890,0.1085,-0.0162,0.0622
19790327,0.0404,1.2976,-0.4709,0.0078,0.5224,0.2936
19790328,0.0404,-0.3648,0.3247,0.1045,0.1908,0.0805
19790329,0.0404,-0.0346,0.4964,-0.2526,-0.0339,0.0052
19790330,0.0404,-0.3121,0.5169,0.2826,-0.0566,-0.1119
19790402,0.0423,-0.6863,0.0639,0.0078,-0.2600,0.0447
19790403,0.0423,1.3361,-0.0949,0.0334,0.5014,0.0678
19790404,0.0423,0.2929,0.0960,-0.2995,0.0333,-0.0147
19790405,0.0423,0.5512,-0.0882,0.1275,0.0997,0.1777
19790406,0.0423,-0.0620,0.0755,-0.1340,-0.0490,-0.2425
19790409,0.0423,-0.3057,0.2246,0.1797,0.1173,0.1181
19790410,0.0423,0.4485,0.1835,0.3573,0.5027,0.0043
19790411,0.0423,-0.9025,0.3113,0.1142,-0.2326,0.0275
19790412,0.0423,-0.2418,0.3174,0.3055,-0.2092,-0.0513
19790416,0.0423,-0.8684,-0.0839,0.0226,0.2120,-0.1410
19790417,0.0423,-0.0853,-0.1785,0.2877,0.1242,-0.0550
19790418,0.0423,0.4860,0.3532,-0.0076,0.3758,-0.0844
19790419,0.0423,-0.3816,0.4106,0.0823,-0.0382,-0.2226
19790420,0.0423,0.0070,0.0796,-0.0917,0.0494,-0.0476
19790423,0.0423,0.2914,-0.1270,-0.2266,0.1134,0.2554
19790424,0.0423,0.5164,0.2009,-0.1324,0.2432,0.0927
19790425,0.0423,0.3232,0.1887,0.3996,0.4704,-0.0498
19790426,0.0423,-0.4776,0.2677,0.1071,0.1625,-0.0475
19790427,0.0423,-0.2488,0.1781,-0.1045,-0.3586,-0.2604
19790430,0.0423,-0.0673,-0.0688,0.0668,0.1238,0.0881
19790501,0.0370,-0.0184,0.3240,-0.1813,0.0237,0.0771
19790502,0.0370,0.0480,0.2285,-0.0654,0.1122,0.1296
19790503,0.0370,0.0169,-0.0325,0.2037,0.2319,0.1785
19790504,0.0370,-0.9668,0.0258,0.2959,-0.0721,-0.1425
19790507,0.0370,-1.8158,-0.9031,0.1478,-0.2850,0.2245
19790508,0.0370,-0.0227,-0.5891,-0.2099,0.0543,0.1578
19790509,0.0370,0.3266,0.2167,0.1031,0.0982,-0.2171
19790510,0.0370,-0.8926,-0.0068,-0.3305,-0.5236,0.0918
19790511,0.0370,0.1184,0.0910,-0.0334,-0.0354,-0.0237
19790514,0.0370,-0.4840,0.1102,0.1728,0.1951,-0.0254
19790515,0.0370,0.0668,0.0511,0.2873,-0.0330,0.1530
19790516,0.0370,0.2201,-0.2334,0.2719,-0.0675,0.1782
19790517,0.0370,1.4705,-0.4085,0.2453,0.1057,0.3963
19790518,0.0370,0.0823,0.3665,-0.3150,0.1043,-0.0379
19790521,0.0370,0.2952,0.3227,-0.0643,0.1533,-0.1073
19790522,0.0370,0.4629,-0.0009,-0.1724,-0.0656,0.0388
19790523,0.0370,-0.3908,0.4739,-0.3452,-0.1448,-0.3325
19790524,0.0370,0.1338,0.2643,-0.2640,-0.2178,-0.1309
19790525,0.0370,0.2902,0.2890,-0.0684,0.1162,0.0150
19790529,0.0370,-0.1746,0.1178,-0.0578,-0.1173,0.1113
19790530,0.0370,-0.9385,-0.0045,0.1144,-0.2197,-0.0796
19790531,0.0370,0.0109,-0.0672,0.1026,-0.2325,-0.1696
19790601,0.0373,0.1017,0.2558,-0.0553,-0.0499,0.0707
19790604,0.0373,0.1845,-0.1188,0.2843,0.0734,0.0566
19790605,0.0373,1.1769,-0.1583,-0.2264,0.2716,0.1428
19790606,0.0373,0.6631,-0.1165,-0.0781,-0.0319,-0.1983
19790607,0.0373,0.5683,-0.0223,-0.0096,0.0197,-0.4467
19790608,0.0373,-0.1979,0.2338,-0.1592,-0.0712,-0.2035
19790611,0.0373,0.2633,0.2027,0.2734,-0.1034,0.0904
19790612,0.0373,0.8968,-0.1654,-0.2860,-0.1445,-0.4254
19790613,0.0373,-0.3540,0.3031,-0.0273,-0.5132,-0.6553
19790614,0.0373,-0.1898,0.1349,0.3919,-0.2863,-0.0705
19790615,0.0373,0.0489,0.1336,-0.1231,-0.1933,-0.0593
19790618,0.0373,-0.5713,0.1596,0.0228,0.0453,-0.0148
19790619,0.0373,0.0233,-0.1073,-0.0242,0.0621,0.0693
19790620,0.0373,0.1435,0.2323,0.0621,-0.0831,0.0171
19790621,0.0373,0.3948,-0.0190,-0.2468,0.0830,0.1508
19790622,0.0373,0.4442,-0.1037,-0.0913,0.0242,-0.0223
19790625,0.0373,-0.5184,-0.1752,0.1696,0.2186,0.1679
19790626,0.0373,-0.4364,0.0515,0.1001,-0.2999,-0.1633
19790627,0.0373,0.5618,-0.1732,-0.5698,0.2206,-0.0777
19790628,0.0373,0.5456,0.0027,0.0759,0.1026,-0.0312
19790629,0.0373,0.0227,0.1783,-0.1079,-0.3136,-0.1342
19790702,0.0399,-0.9122,-0.0327,0.3912,-0.0002,0.1014
19790703,0.0399,0.1370,0.0734,0.1850,0.2544,0.1345
19790705,0.0399,0.3687,0.2168,0.0735,0.2300,0.0449
19790706,0.0399,1.0406,-0.2179,0.2447,0.5387,-0.0253
19790709,0.0399,0.7720,-0.2944,0.0347,0.2895,0.0687
19790710,0.0399,-0.3155,0.0601,0.0882,-0.2863,-0.1533
19790711,0.0399,-0.6003,0.4911,-0.0452,-0.2483,-0.3150
19790712,0.0399,-0.7635,0.5181,0.0188,-0.2834,-0.3348
19790713,0.0399,-0.3404,-0.0039,0.0852,-0.0954,-0.3711
19790716,0.0399,0.4042,-0.0797,0.1666,0.2903,0.0693
19790717,0.0399,-0.9695,0.0145,0.3863,0.1661,0.3461
19790718,0.0399,-0.2929,-0.3455,-0.1827,-0.2867,-0.0790
19790719,0.0399,-0.0157,0.5294,0.0213,-0.1758,-0.1207
19790720,0.0399,0.2449,-0.1192,0.0821,-0.1433,-0.1006
19790723,0.0399,-0.2932,0.0125,-0.1930,-0.0221,-0.0067
19790724,0.0399,0.3037,-0.1002,0.2280,0.0381,0.1965
19790725,0.0399,1.0489,-0.2543,-0.0013,0.1380,0.1404
19790726,0.0399,0.1098,0.4151,-0.3260,-0.0349,-0.1652
19790727,0.0399,0.1280,0.3069,-0.0059,0.0766,-0.1661
19790730,0.0399,0.1235,0.1388,-0.4466,0.0198,0.1222
19790731,0.0399,0.5892,0.0150,-0.2143,0.1966,0.1000
19790801,0.0325,0.3496,0.2033,0.1054,0.0211,-0.2583
19790802,0.0325,0.0530,0.3445,-0.4670,0.1368,-0.1952
19790803,0.0325,-0.0800,-0.0992,0.0855,0.0687,-0.1552
19790806,0.0325,0.1993,-0.2139,-0.0279,0.0205,0.1420
19790807,0.0325,1.1733,-0.4121,-0.1976,0.6319,0.0890
19790808,0.0325,0.3269,-0.0569,-0.0906,0.0838,-0.1614
19790809,0.0325,-0.2857,0.4507,-0.0200,0.0389,-0.0579
19790810,0.0325,0.8057,-0.0063,-0.3949,0.1186,-0.0702
19790813,0.0325,0.8587,-0.0938,-0.3735,0.4347,-0.0333
19790814,0.0325,0.1490,0.3288,0.3617,0.1258,0.2138
19790815,0.0325,0.6888,0.1872,0.0049,0.3125,0.0591
19790816,0.0325,-0.1952,-0.0929,0.1649,-0.1130,-0.0151
19790817,0.0325,0.2454,-0.0388,0.1572,0.2199,0.3902
19790820,0.0325,0.4813,-0.1874,0.0081,0.1647,0.2546
19790821,0.0325,0.0168,0.1332,0.2177,0.3199,-0.0302
19790822,0.0325,0.1545,0.2139,0.2401,0.0460,0.0327
19790823,0.0325,-0.2796,0.2624,-0.1026,-0.2213,-0.2745
19790824,0.0325,-0.0031,-0.1907,0.3712,-0.1650,0.1681
19790827,0.0325,0.5315,-0.2579,0.0797,0.3071,0.2679
19790828,0.0325,-0.0965,0.2215,-0.1248,0.0518,-0.1097
19790829,0.0325,0.0089,0.3227,-0.1971,0.2291,-0.2196
19790830,0.0325,-0.0156,0.1713,-0.0536,-0.0960,-0.1287
19790831,0.0325,0.3124,0.3578,-0.1353,0.0890,0.0676
19790904,0.0405,-1.6024,0.1374,0.2183,-0.4388,0.0478
19790905,0.0405,-1.2478,-0.8153,0.2001,-0.4016,0.3005
19790906,0.0405,0.4761,0.2779,-0.0945,0.2836,-0.0135
19790907,0.0405,0.7591,-0.0838,0.3487,0.2185,0.4972
19790910,0.0405,0.4769,0.0816,0.1209,0.2853,0.4442
19790911,0.0405,-0.6763,0.2180,-0.1609,-0.1646,0.3141
19790912,0.0405,0.3170,-0.0640,-0.2066,-0.1765,-0.1465
19790913,0.0405,0.0378,0.3220,-0.3741,0.1660,-0.0030
19790914,0.0405,0.9144,0.0108,-0.3710,0.2652,0.0431
19790917,0.0405,-0.1051,-0.0307,-0.0617,0.2912,0.3141
19790918,0.0405,-0.7570,0.0585,0.1010,-0.0661,0.2903
19790919,0.0405,0.2162,0.0437,-0.1380,-0.1098,0.0418
19790920,0.0405,1.6769,-1.0763,0.2906,0.5561,1.0842
19790921,0.0405,-0.0480,0.1978,-0.2314,0.0535,-0.4364
19790924,0.0405,-0.7893,0.1539,0.0759,0.2004,-0.0974
19790925,0.0405,0.0113,-0.2349,-0.2577,-0.2082,-0.0333
19790926,0.0405,0.2196,0.2412,0.0497,0.0638,0.0030
19790927,0.0405,0.1066,0.0382,0.1962,0.1954,0.2541
19790928,0.0405,-0.6822,0.5518,0.4688,-0.1356,0.1280
19791001,0.0416,-0.5866,0.3197,-0.0724,-0.1633,0.2654
19791002,0.0416,0.7784,-0.0938,-0.0938,0.2625,0.2751
19791003,0.0416,0.1278,0.1847,-0.1113,0.0495,-0.1683
19791004,0.0416,0.5507,0.0835,-0.1217,-0.0219,0.0893
19791005,0.0416,0.8451,-0.1263,0.2347,0.4707,-0.0001
19791008,0.0416,-1.2393,-0.2237,0.2143,0.0478,0.1404
19791009,0.0416,-3.4429,-1.5397,-0.0329,-0.7336,0.3828
19791010,0.0416,-1.9258,-2.2807,-0.1744,-0.2606,0.4158
19791011,0.0416,-0.0221,0.6329,0.1146,0.0591,-0.4517
19791012,0.0416,-0.3138,0.7144,0.1786,-0.0326,-0.1501
19791015,0.0416,-1.2346,-0.5288,-0.0236,-0.4376,0.4298
19791016,0.0416,-0.2096,-0.0332,0.2348,0.1527,-0.1082
19791017,0.0416,0.2960,0.1665,-0.0379,0.2969,-0.2003
19791018,0.0416,0.1779,0.0578,0.4664,0.2634,0.0580
19791019,0.0416,-2.0961,-0.0040,0.1725,-0.2712,0.3843
19791022,0.0416,-1.4306,-1.7516,-0.2717,-0.1407,0.1082
19791023,0.0416,-0.3744,0.0502,-0.2380,0.5411,0.3225
19791024,0.0416,0.2085,0.2644,0.0763,0.4738,0.1396
19791025,0.0416,-0.3457,0.3156,0.0666,-0.0796,-0.0841
19791026,0.0416,0.6386,0.2224,-0.5117,-0.3198,-0.3032
19791029,0.0416,0.1569,0.0643,-0.0267,0.1328,0.1049
19791030,0.0416,1.7625,-0.4396,-0.2735,0.9139,0.1476
19791031,0.0416,-0.6242,0.5980,0.2633,-0.0159,0.0089
19791101,0.0468,0.7888,-0.1144,-0.1982,0.0808,0.1028
19791102,0.0468,0.1708,0.2505,0.2080,0.1857,-0.0467
19791105,0.0468,-0.6778,0.1170,-0.0199,0.2648,0.2854
19791106,0.0468,-0.6088,0.1180,0.0068,0.1250,0.1713
19791107,0.0468,-1.2392,0.0279,0.1488,-0.2026,0.1585
19791108,0.0468,0.5255,-0.0687,-0.5197,-0.1215,-0.1575
19791109,0.0468,1.2354,-0.1290,-0.2338,0.1821,-0.1195
19791112,0.0468,1.7101,-0.7089,-0.0126,0.7124,0.5242
19791113,0.0468,-0.3565,0.3834,0.1302,0.0191,-0.0422
19791114,0.0468,0.3674,0.0717,-0.5395,0.0421,-0.0785
19791115,0.0468,0.7364,0.1441,-0.2117,0.3380,0.0854
19791116,0.0468,-0.1838,-0.0780,0.1394,-0.0033,-0.0254
19791119,0.0468,0.4065,0.0109,0.0322,0.3530,0.1831
19791120,0.0468,-0.4790,0.3469,0.3099,0.2247,0.1976
19791121,0.0468,0.0834,-0.3936,-0.4393,-0.3777,-0.1148
19791123,0.0468,0.7563,0.0548,-0.1633,0.3219,-0.0134
19791126,0.0468,2.1151,-0.1375,-0.5286,0.1581,-0.4715
19791127,0.0468,-0.1916,0.8734,-0.0029,-0.1926,-0.6780
19791128,0.0468,0.4094,0.4168,-0.1860,-0.0978,-0.3004
19791129,0.0468,0.0673,0.4580,-0.1392,0.2358,-0.0688
19791130,0.0468,-0.4940,0.4016,-0.0228,0.0053,0.0543
19791203,0.0508,-0.3047,0.1131,0.1965,0.3281,0.2008
19791204,0.0508,0.8225,-0.3054,-0.1929,0.3121,0.1786
19791205,0.0508,0.4923,0.1721,-0.4057,-0.1371,-0.0458
19791206,0.0508,0.6860,0.2953,-0.4203,-0.1583,-0.0856
19791207,0.0508,-0.3518,0.5879,-0.1467,-0.3030,-0.3202
19791210,0.0508,0.2240,-0.0560,-0.2276,-0.0551,-0.0503
19791211,0.0508,-0.2276,0.2257,0.3622,0.5081,0.0950
19791212,0.0508,0.0608,0.4082,-0.1600,-0.0199,0.0888
19791213,0.0508,0.1314,0.0789,-0.3401,0.1625,-0.1353
19791214,0.0508,1.0475,-0.2427,-0.0170,0.4314,0.3813
19791217,0.0508,0.4379,0.3327,0.0291,0.6685,0.2144
19791218,0.0508,-0.9271,0.3793,0.3640,-0.0194,-0.0898
19791219,0.0508,-0.1392,-0.0427,-0.1355,-0.4331,-0.3060
19791220,0.0508,0.1265,0.4624,-0.1717,-0.1916,-0.1516
19791221,0.0508,-0.6148,0.5656,-0.1865,-0.0526,-0.0494
19791224,0.0508,0.0364,0.1156,0.2188,-0.2639,-0.1026
19791226,0.0508,0.0883,-0.0015,0.1674,0.0215,0.1273
19791227,0.0508,0.0662,0.2295,-0.0234,0.1838,-0.0225
19791228,0.0508,0.0233,0.3371,-0.2222,-0.1277,-0.1412
19791231,0.0508,0.0448,0.2382,0.2821,0.3682,-0.0050
19800102,0.0361,-2.0449,0.1944,0.8751,-0.7836,-0.1467
19800103,0.0361,-0.7274,-0.8856,-0.0326,-0.5638,-0.3568
19800104,0.0361,1.3149,0.7036,-0.5527,0.3940,-0.6263
19800107,0.0361,0.3890,0.3847,0.0678,0.0490,0.0052
19800108,0.0361,1.9256,-0.3798,-0.1889,-0.2361,-0.0611
19800109,0.0361,0.1110,0.6284,-0.4832,0.1248,-0.0363
19800110,0.0361,0.8542,0.3704,-0.0784,-0.2075,0.0938
19800111,0.0361,0.1980,0.2549,0.1271,0.2667,-0.1990
19800114,0.0361,0.3405,0.4523,0.9972,0.3372,-0.0113
19800115,0.0361,0.5408,-0.1295,0.1392,0.1668,0.4013
19800116,0.0361,0.0411,0.2438,0.0821,-0.2862,0.2299
19800117,0.0361,-0.2808,0.4958,0.5520,0.0655,0.2137
19800118,0.0361,0.2242,-0.0754,-0.1686,-0.1854,0.2191
19800121,0.0361,0.8483,-0.4172,-0.0454,0.0337,0.3389
19800122,0.0361,-0.5920,-0.1666,-0.1942,0.2121,0.0469
19800123,0.0361,1.4971,-0.6604,-0.0787,0.4792,0.4595
19800124,0.0361,0.2510,0.1652,-0.0988,0.6663,-0.0871
19800125,0.0361,-0.0325,0.1509,-0.1622,0.1305,-0.1769
19800128,0.0361,0.9984,-0.4730,-0.2538,0.7961,0.2684
19800129,0.0361,-0.6505,-0.1313,0.0704,-0.2349,-0.2081
19800130,0.0361,0.9376,-0.2674,0.3837,0.4195,-0.0607
19800131,0.0361,-0.7210,0.3080,0.4112,0.0080,0.1222
19800201,0.0530,0.6527,-0.3493,0.3586,0.3982,0.1522
19800204,0.0530,-0.4641,0.3205,0.1785,0.0099,-0.0534
19800205,0.0530,0.1992,-0.0468,-0.0510,-0.2538,-0.0594
19800206,0.0530,0.8262,-0.6086,0.4391,0.2026,0.7425
